Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Integrated Emergency and Medical Pathways,257505,UEC HCG MANAGEMENT,Pay,Snr Managers,2025-04,,WTE,-6.02,"-£44,374.91",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Senior Managers,Substantive,-6.02,
,Integrated Emergency and Medical Pathways,257505,UEC HCG MANAGEMENT,Pay,Medical,2025-04,,WTE,-1.00,"-£18,583.37",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-1.00,
,Integrated Emergency and Medical Pathways,257505,UEC HCG MANAGEMENT,Pay,Nursing,2025-04,,WTE,-7.80,"-£52,281.93",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.80,
,Integrated Emergency and Medical Pathways,257505,UEC HCG MANAGEMENT,Pay,Admin & Clerical,2025-04,,WTE,-6.16,"-£21,327.56",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-6.16,
,Integrated Emergency and Medical Pathways,257505,UEC HCG MANAGEMENT,Pay,Admin & Clerical,2025-04,,WTE,0.00,-£0.01,,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Agency,0.00,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,Medical,2025-04,,WTE,-67.59,"-£608,113.29",,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-67.59,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,Medical,2025-04,,WTE,-8.14,"-£133,553.10",,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-8.14,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,Nursing,2025-04,,WTE,-7.12,"-£45,114.70",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.12,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-0.53,"-£3,182.80",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.53,
,Urgent and Emergency Care,257510,MEDICAL STAFF - EMERGENCY DEPT,Pay,Medical,2025-04,,WTE,-2.11,"-£26,388.15",,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-2.11,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-04,,WTE,-48.98,"-£362,004.11",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-48.98,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-04,,WTE,-1.80,"-£26,728.00",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-1.80,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Nursing,2025-04,,WTE,-7.20,"-£47,314.25",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-7.20,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-0.68,"-£4,075.74",,,Acute Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-0.68,
,Urgent and Emergency Care,257511,MEDICAL STAFF ACUTE MEDICINE,Pay,Medical,2025-04,,WTE,-1.56,"-£30,091.21",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-1.56,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2025-04,,WTE,-107.08,"-£475,658.16",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-107.08,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2025-04,,WTE,-27.51,"-£165,948.17",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-27.51,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-1.64,"-£10,200.42",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.64,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Nursing,2025-04,,WTE,-0.07,-£862.81,,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.07,
,Urgent and Emergency Care,257515,EMERGENCY DEPARTMENT,Pay,Medical,2025-04,,WTE,0.00,-£164.50,,,Adult ED,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,0.00,
,Urgent and Emergency Care,257516,ED RECEPTION,Pay,Admin & Clerical,2025-04,,WTE,-0.05,"-£1,369.94",,,Adult ED,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,-0.05,
,Urgent and Emergency Care,257516,ED RECEPTION,Pay,Admin & Clerical,2025-04,,WTE,-24.11,"-£81,841.90",,,Adult ED,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-24.11,
,Urgent and Emergency Care,257517,ENP SERVICE,Pay,Nursing,2025-04,,WTE,-4.68,"-£32,793.94",,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-4.68,
,Urgent and Emergency Care,257517,ENP SERVICE,Pay,Nursing,2025-04,,WTE,0.00,£0.09,,,Adult ED,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,0.00,
,Urgent and Emergency Care,257517,ENP SERVICE,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-1.00,"-£6,410.90",,,Adult ED,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Urgent and Emergency Care,257520,ACUTE ADMIN,Pay,Admin & Clerical,2025-04,,WTE,-12.97,"-£41,356.32",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-12.97,
,Urgent and Emergency Care,257525,ADULT ASSESSMENT UNIT,Pay,Nursing,2025-04,,WTE,-43.77,"-£197,183.12",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-43.77,
,Urgent and Emergency Care,257525,ADULT ASSESSMENT UNIT,Pay,Nursing,2025-04,,WTE,-9.99,"-£55,885.14",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-9.99,
,Urgent and Emergency Care,257525,ADULT ASSESSMENT UNIT,Pay,Nursing,2025-04,,WTE,-0.83,"-£5,165.94",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.83,
,Urgent and Emergency Care,257526,SHORT STAY WARD,Pay,Nursing,2025-04,,WTE,-33.34,"-£142,581.04",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-33.34,
,Urgent and Emergency Care,257526,SHORT STAY WARD,Pay,Nursing,2025-04,,WTE,-10.79,"-£49,624.93",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-10.79,
,Urgent and Emergency Care,257526,SHORT STAY WARD,Pay,Nursing,2025-04,,WTE,-0.35,"-£1,568.72",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.35,
,Urgent and Emergency Care,257527,SAME DAY EMERGENCY CARE,Pay,Nursing,2025-04,,WTE,-20.43,"-£79,945.43",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-20.43,
,Urgent and Emergency Care,257527,SAME DAY EMERGENCY CARE,Pay,Nursing,2025-04,,WTE,-2.09,"-£9,681.67",,,Acute Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-2.09,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Snr Managers,2025-04,,WTE,-2.00,"-£15,829.39",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Senior Managers,Substantive,-2.00,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Medical,2025-04,,WTE,-0.40,"-£5,846.88",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-0.40,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Nursing,2025-04,,WTE,-9.00,"-£71,647.59",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-9.00,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Nursing,2025-04,,WTE,0.00,£0.04,,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,0.00,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Admin & Clerical,2025-04,,WTE,-12.72,"-£56,019.46",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-12.72,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Admin & Clerical,2025-04,,WTE,-0.21,"-£3,505.48",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,-0.21,
,Integrated Emergency and Medical Pathways,257710,MEDICINE HCG MANAGEMENT,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£23,725.68",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Agency,-1.00,
,Frailty and General Medicine,257711,Medical Staffing GenMed,Pay,Medical,2025-04,,WTE,-9.94,"-£81,997.28",,,General Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-9.94,
,Frailty and General Medicine,257711,Medical Staffing GenMed,Pay,Medical,2025-04,,WTE,-4.16,"-£57,349.35",,,General Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-4.16,
,Frailty and General Medicine,257711,Medical Staffing GenMed,Pay,Medical,2025-04,,WTE,-0.81,"£11,902.58",,,General Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-0.81,
,Frailty and General Medicine,257712,Kingsmoor Ward,Pay,Nursing,2025-04,,WTE,-36.03,"-£140,323.27",,,General Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-36.03,
,Frailty and General Medicine,257712,Kingsmoor Ward,Pay,Nursing,2025-04,,WTE,-11.63,"-£53,772.34",,,General Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-11.63,
,Frailty and General Medicine,257712,Kingsmoor Ward,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,753.91",,,General Medicine,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Frailty and General Medicine,257712,Kingsmoor Ward,Pay,Nursing,2025-04,,WTE,0.00,£30.13,,,General Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,0.00,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Medical,2025-04,,WTE,-1.00,"-£5,483.90",,,General Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-1.00,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Medical,2025-04,,WTE,-0.58,"-£3,995.35",,,General Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-0.58,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Nursing,2025-04,,WTE,-17.75,"-£70,876.42",,,General Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-17.75,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Nursing,2025-04,,WTE,-7.76,"-£34,663.70",,,General Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-7.76,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-2.00,"-£7,971.11",,,General Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-2.00,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Admin & Clerical,2025-04,,WTE,0.00,-£5.60,,,General Medicine,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,0.00,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,754.53",,,General Medicine,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Ancillary,2025-04,,WTE,-1.00,"-£2,744.76",,,General Medicine,,Integrated Emergency and Medical Pathways,"HCA, Other Support & Ancillary Staff",Substantive,-1.00,
,Frailty and General Medicine,257713,Nightingale Ward,Pay,Medical,2025-04,,WTE,0.00,"-£11,000.43",,,General Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0.00,
,Integrated Emergency and Medical Pathways,257720,JUNIOR MEDICINE STAFFING,Pay,Medical,2025-04,,WTE,-8.29,"-£37,224.62",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-8.29,
,Frailty and General Medicine,257721,MEDICAL STAFFING - ELDERLY,Pay,Medical,2025-04,,WTE,-51.05,"-£378,102.16",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-51.05,
,Frailty and General Medicine,257721,MEDICAL STAFFING - ELDERLY,Pay,Medical,2025-04,,WTE,-4.18,"-£71,888.68",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-4.18,
,Frailty and General Medicine,257721,MEDICAL STAFFING - ELDERLY,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-2.00,"-£10,835.02",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-2.00,
,Frailty and General Medicine,257721,MEDICAL STAFFING - ELDERLY,Pay,Medical,2025-04,,WTE,-3.03,"-£52,359.17",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,-3.03,
,Medical specialties,257722,MEDICAL STAFF DIABETES,Pay,Medical,2025-04,,WTE,-11.16,"-£95,517.47",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-11.16,
,Medical specialties,257722,MEDICAL STAFF DIABETES,Pay,Medical,2025-04,,WTE,-3.18,"-£52,905.47",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-3.18,
,Medical specialties,257722,MEDICAL STAFF DIABETES,Pay,Medical,2025-04,,WTE,0.00,"-£2,006.45",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0.00,
,MSK and ENT,257723,MEDICAL STAFF RHEUMATOLOGY,Pay,Medical,2025-04,,WTE,-4.70,"-£54,644.04",,,Rheumatology,,Planned Pathways,Medical Staff,Substantive,-4.70,
,MSK and ENT,257723,MEDICAL STAFF RHEUMATOLOGY,Pay,Medical,2025-04,,WTE,-0.80,"-£21,736.83",,,Rheumatology,,Planned Pathways,Medical Staff,Agency,-0.80,
,Medical specialties,257724,CARDIOLOGY MEDICAL STAFF,Pay,Medical,2025-04,,WTE,-17.22,"-£190,704.60",,,Cardiology,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-17.22,
,Medical specialties,257724,CARDIOLOGY MEDICAL STAFF,Pay,Medical,2025-04,,WTE,-0.23,"-£4,185.75",,,Cardiology,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-0.23,
,Medical specialties,257724,CARDIOLOGY MEDICAL STAFF,Pay,Nursing,2025-04,,WTE,-1.00,"-£7,053.53",,,Cardiology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-1.00,
,Medical specialties,257724,CARDIOLOGY MEDICAL STAFF,Pay,Medical,2025-04,,WTE,0.00,-£50.52,,,Cardiology,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0.00,
,Medical specialties,257725,MEDICAL STAFF RESPIRATORY,Pay,Medical,2025-04,,WTE,-15.80,"-£155,739.68",,,Respiratory Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-15.80,
,Medical specialties,257725,MEDICAL STAFF RESPIRATORY,Pay,Medical,2025-04,,WTE,-1.35,"-£14,828.12",,,Respiratory Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Bank,-1.35,
,Medical specialties,257725,MEDICAL STAFF RESPIRATORY,Pay,Nursing,2025-04,,WTE,-3.90,"-£22,274.20",,,Respiratory Medicine,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-3.90,
,Medical specialties,257725,MEDICAL STAFF RESPIRATORY,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-1.00,"-£4,925.36",,,Respiratory Medicine,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Medical specialties,257725,MEDICAL STAFF RESPIRATORY,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£3,798.04",,,Respiratory Medicine,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Medical specialties,257725,MEDICAL STAFF RESPIRATORY,Pay,Medical,2025-04,,WTE,0.00,"-£2,048.40",,,Respiratory Medicine,,Integrated Emergency and Medical Pathways,Medical Staff,Agency,0.00,
,Frailty and General Medicine,257730,SPEC PALLIATIVE CARE TEAM,Pay,Medical,2025-04,,WTE,-2.00,"-£19,497.01",,,Palliative Care,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,-2.00,
,Frailty and General Medicine,257730,SPEC PALLIATIVE CARE TEAM,Pay,Nursing,2025-04,,WTE,-6.80,"-£41,077.25",,,Palliative Care,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-6.80,
,Frailty and General Medicine,257730,SPEC PALLIATIVE CARE TEAM,Pay,Nursing,2025-04,,WTE,0.00,£0.08,,,Palliative Care,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,0.00,
,Frailty and General Medicine,257730,SPEC PALLIATIVE CARE TEAM,Pay,Admin & Clerical,2025-04,,WTE,-0.87,"-£2,872.14",,,Palliative Care,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-0.87,
,Frailty and General Medicine,257731,OPAL Unit,Pay,Nursing,2025-04,,WTE,-26.72,"-£114,023.22",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-26.72,
,Frailty and General Medicine,257731,OPAL Unit,Pay,Nursing,2025-04,,WTE,-4.98,"-£22,475.01",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-4.98,
,Frailty and General Medicine,257731,OPAL Unit,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-2.00,"-£12,799.03",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-2.00,
,Frailty and General Medicine,257731,OPAL Unit,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,0.00,£740.67,,,Care of the Elderly,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Bank,0.00,
,Frailty and General Medicine,257731,OPAL Unit,Pay,Admin & Clerical,2025-04,,WTE,-2.50,"-£7,553.15",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-2.50,
,Frailty and General Medicine,257732,Tye Green Ward,Pay,Nursing,2025-04,,WTE,-47.55,"-£195,877.34",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-47.55,
,Frailty and General Medicine,257732,Tye Green Ward,Pay,Nursing,2025-04,,WTE,-8.25,"-£36,804.54",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-8.25,
,Frailty and General Medicine,257732,Tye Green Ward,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-0.19,"-£1,749.29",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.19,
,Frailty and General Medicine,257732,Tye Green Ward,Pay,Admin & Clerical,2025-04,,WTE,-0.40,"-£1,739.17",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-0.40,
,Frailty and General Medicine,257733,Lister Ward,Pay,Nursing,2025-04,,WTE,-38.78,"-£157,592.69",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-38.78,
,Frailty and General Medicine,257733,Lister Ward,Pay,Nursing,2025-04,,WTE,-7.21,"-£35,204.94",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-7.21,
,Frailty and General Medicine,257733,Lister Ward,Pay,Admin & Clerical,2025-04,,WTE,0.00,£118.53,,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,0.00,
,Frailty and General Medicine,257733,Lister Ward,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,753.91",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Frailty and General Medicine,257733,Lister Ward,Pay,Nursing,2025-04,,WTE,0.00,-£12.03,,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,0.00,
,Frailty and General Medicine,257734,Winter Ward,Pay,Nursing,2025-04,,WTE,-38.72,"-£151,237.81",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-38.72,
,Frailty and General Medicine,257734,Winter Ward,Pay,Nursing,2025-04,,WTE,-9.83,"-£47,095.44",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-9.83,
,Frailty and General Medicine,257734,Winter Ward,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,440.68",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Frailty and General Medicine,257734,Winter Ward,Pay,Nursing,2025-04,,WTE,0.00,£67.82,,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,0.00,
,Frailty and General Medicine,257735,Locke Ward,Pay,Nursing,2025-04,,WTE,-33.31,"-£134,427.43",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-33.31,
,Frailty and General Medicine,257735,Locke Ward,Pay,Nursing,2025-04,,WTE,-13.60,"-£63,036.75",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-13.60,
,Frailty and General Medicine,257735,Locke Ward,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,753.91",,,Care of the Elderly,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Medical specialties,257740,DIABETES NURSING,Pay,Nursing,2025-04,,WTE,-3.80,"-£21,471.64",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-3.80,
,Medical specialties,257740,DIABETES NURSING,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£3,023.17",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Medical specialties,257741,Ray Ward,Pay,Nursing,2025-04,,WTE,-32.89,"-£139,130.12",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-32.89,
,Medical specialties,257741,Ray Ward,Pay,Nursing,2025-04,,WTE,-15.51,"-£76,620.03",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-15.51,
,Medical specialties,257741,Ray Ward,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,753.91",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Medical specialties,257741,Ray Ward,Pay,Nursing,2025-04,,WTE,-0.65,"-£2,467.33",,,Diabetes & Endocrinology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,-0.65,
,MSK and ENT,257745,RHEUMATOLOGY NURSING,Pay,Nursing,2025-04,,WTE,-2.80,"-£15,377.24",,,Rheumatology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-2.80,
,Medical specialties,257750,CARDIOLOGY ADDN SESSIONS,Pay,Medical,2025-04,,WTE,0.00,"-£12,369.01",,,Cardiology,,Integrated Emergency and Medical Pathways,Medical Staff,Substantive,0.00,
,Medical specialties,257751,CARDIOLOGY SPECIALIST NURSES,Pay,Nursing,2025-04,,WTE,-3.40,"-£18,122.83",,,Cardiology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-3.40,
,Medical specialties,257751,CARDIOLOGY SPECIALIST NURSES,Pay,Admin & Clerical,2025-04,,WTE,-1.00,"-£2,860.02",,,Cardiology,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.00,
,Medical specialties,257752,CARDIAC CATH LAB,Pay,Nursing,2025-04,,WTE,-6.60,"-£29,732.65",,,Cardiology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-6.60,
,Medical specialties,257752,CARDIAC CATH LAB,Pay,Nursing,2025-04,,WTE,-0.33,-£788.40,,,Cardiology,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-0.33,
,Medical specialties,257752,CARDIAC CATH LAB,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,0.00,£216.39,,,Cardiology,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Bank,0.00,
,Medical specialties,257752,CARDIAC CATH LAB,Pay,Admin & Clerical,2025-04,,WTE,-1.30,"-£3,835.32",,,Cardiology,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-1.30,
,Medical specialties,257753,CARDIAC OUTPATIENTS,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-12.56,"-£60,515.28",,,Cardiology,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-12.56,
,Medical specialties,257753,CARDIAC OUTPATIENTS,Pay,"Scientific, Therapeutic & Tech",2025-04,,WTE,-0.10,-£788.58,,,Cardiology,,Integrated Emergency and Medical Pathways,"Scientific, Therapeutic & Technical Staff",Bank,-0.10,
,Medical specialties,257753,CARDIAC OUTPATIENTS,Pay,Admin & Clerical,2025-04,,WTE,-0.64,"-£2,717.11",,,Cardiology,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,-0.64,
,Medical specialties,257753,CARDIAC OUTPATIENTS,Pay,Admin & Clerical,2025-04,,WTE,-3.09,"-£9,748.12",,,Cardiology,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-3.09,
