Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2025-07,,WTE,-5.96,"-£24,676.86",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.96,
,Director of People,258743,E-ROSTERING,Pay,Snr Managers,2025-07,,WTE,-1.00,"-£6,211.53",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258743,E-ROSTERING,Pay,Admin & Clerical,2025-07,,WTE,-2.00,"-£8,124.23",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-2.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Snr Managers,2025-07,,WTE,-1.00,"-£6,211.53",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Admin & Clerical,2025-07,,WTE,-1.00,"-£4,311.65",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Nursing,2025-07,,WTE,-5.00,"-£26,028.55",,,Chief Med Off,,Corporate Services,Nursing & Midwifery Staff,Substantive,-5.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Admin & Clerical,2025-07,,WTE,-0.11,-£864.78,,,Chief Med Off,,Corporate Services,Admin & Clerical Staff,Bank,-0.11,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Snr Managers,2025-07,,WTE,-1.00,"-£7,492.87",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2025-07,,WTE,-2.50,"-£9,242.59",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-2.50,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2025-07,,WTE,-0.28,"-£1,356.94",,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,-0.28,
,Director of People,258748,UNION REP,Pay,Admin & Clerical,2025-07,,WTE,-0.68,"-£3,252.42",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-0.68,
,Chief Nurse,258749,CHAPLAINS,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,-3.10,"-£18,301.67",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-3.10,
,Chief Nurse,258749,CHAPLAINS,Pay,Admin & Clerical,2025-07,,WTE,-0.60,"-£1,632.11",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Op Off,258751,CHIEF OPERATING OFFICER,Pay,Snr Managers,2025-07,,WTE,-2.00,"-£23,138.28",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Snr Managers,2025-07,,WTE,-3.81,"-£28,906.75",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-3.81,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Medical,2025-07,,WTE,-0.20,"-£3,455.87",,,Chief Op Off,,Corporate Services,Medical Staff,Substantive,-0.20,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Snr Managers,2025-07,,WTE,-2.00,"-£28,990.14",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2025-07,,WTE,0.00,£9.41,,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,0.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2025-07,,WTE,-0.40,"-£1,792.21",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-0.40,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2025-07,,WTE,-0.17,"-£1,024.69",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Bank,-0.17,
,Chief Nurse,258754,NON-MEDICAL EDUCATION,Pay,Nursing,2025-07,,WTE,-16.13,"-£94,419.72",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-16.13,
,Chief Nurse,258754,NON-MEDICAL EDUCATION,Pay,Admin & Clerical,2025-07,,WTE,-1.40,"-£4,620.57",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-1.40,
,Chief Nurse,258754,NON-MEDICAL EDUCATION,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,-1.00,£493.87,,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Nurse,258755,ENHANCED CARE TEAM,Pay,Nursing,2025-07,,WTE,0.00,"£2,212.66",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,0.00,
,Chief Nurse,258755,ENHANCED CARE TEAM,Pay,Nursing,2025-07,,WTE,-9.05,"-£32,489.56",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-9.05,
,Integrated Emergency and Medical Pathways,258756,DUTY TEAM,Pay,Nursing,2025-07,,WTE,-19.75,"-£121,169.86",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Substantive,-19.75,
,Integrated Emergency and Medical Pathways,258756,DUTY TEAM,Pay,Nursing,2025-07,,WTE,-3.00,"-£1,917.86",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Bank,-3.00,
,Integrated Emergency and Medical Pathways,258756,DUTY TEAM,Pay,Admin & Clerical,2025-07,,WTE,-0.33,"-£2,346.06",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Bank,-0.33,
,Integrated Emergency and Medical Pathways,258756,DUTY TEAM,Pay,Admin & Clerical,2025-07,,WTE,-0.91,"-£3,252.77",,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Admin & Clerical Staff,Substantive,-0.91,
,Integrated Emergency and Medical Pathways,258756,DUTY TEAM,Pay,Ancillary,2025-07,,WTE,0.00,£11.59,,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,"HCA, Other Support & Ancillary Staff",Bank,0.00,
,Integrated Emergency and Medical Pathways,258756,DUTY TEAM,Pay,Nursing,2025-07,,WTE,0.00,£268.30,,,Integrated Emergency and Medical Pathways,,Integrated Emergency and Medical Pathways,Nursing & Midwifery Staff,Agency,0.00,
,Chief Op Off,258757,EMERGENCY PLANNING,Pay,Snr Managers,2025-07,,WTE,-0.50,"-£3,254.97",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-0.50,
,Chief Op Off,258757,EMERGENCY PLANNING,Pay,Admin & Clerical,2025-07,,WTE,-0.80,"-£2,810.91",,,Chief Op Off,,Corporate Services,Admin & Clerical Staff,Substantive,-0.80,
,Chief Nurse,258758,PATIENT EXPERIENCE TEAM,Pay,Snr Managers,2025-07,,WTE,-2.00,"-£16,017.73",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258758,PATIENT EXPERIENCE TEAM,Pay,Admin & Clerical,2025-07,,WTE,-4.38,"-£16,653.15",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-4.38,
,Chief Nurse,258760,INTERNATIONAL NURSE RECRUITMNT,Pay,Nursing,2025-07,,WTE,-1.00,"-£5,727.59",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-1.00,
,Chief Op Off,258761,CANCER TRANSFORMATION PROJECTS,Pay,Admin & Clerical,2025-07,,WTE,0.00,"-£13,360.25",,,Chief Op Off,,Corporate Services,Admin & Clerical Staff,Bank,0.00,
,Chief Op Off,258761,CANCER TRANSFORMATION PROJECTS,Pay,Admin & Clerical,2025-07,,WTE,1.00,£0.00,,,Chief Op Off,,Corporate Services,Admin & Clerical Staff,Substantive,1.00,
,Chief Op Off,258762,CORPORATE CANCER TEAM,Pay,Snr Managers,2025-07,,WTE,-2.00,"-£11,230.65",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Op Off,258762,CORPORATE CANCER TEAM,Pay,Admin & Clerical,2025-07,,WTE,-21.91,"-£76,206.68",,,Chief Op Off,,Corporate Services,Admin & Clerical Staff,Substantive,-21.91,
,Director of People,258776,Trust maternity leave,Pay,Snr Managers,2025-07,,WTE,0.00,-£917.99,,,Director of People,,Corporate Services,Senior Managers,Substantive,0.00,
,Director of People,258776,Trust maternity leave,Pay,Medical,2025-07,,WTE,0.00,"-£34,838.52",,,Director of People,,Corporate Services,Medical Staff,Substantive,0.00,
,Director of People,258776,Trust maternity leave,Pay,Nursing,2025-07,,WTE,0.00,"-£106,247.94",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Substantive,0.00,
,Director of People,258776,Trust maternity leave,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,0.00,"-£25,264.12",,,Director of People,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,0.00,
,Director of People,258776,Trust maternity leave,Pay,Admin & Clerical,2025-07,,WTE,0.00,"-£11,151.14",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,0.00,
,Director of People,258776,Trust maternity leave,Pay,Ancillary,2025-07,,WTE,0.00,"-£1,698.79",,,Director of People,,Corporate Services,"HCA, Other Support & Ancillary Staff",Substantive,0.00,
,Director Quality Improvement,259000,MSK COLLABORATION,Pay,Snr Managers,2025-07,,WTE,-1.00,"-£9,183.51",,,Director Quality Improvement,,Director Quality Improvement,Senior Managers,Substantive,-1.00,
,Director Quality Improvement,259001,QUALITY FIRST,Pay,Snr Managers,2025-07,,WTE,-8.45,"-£67,145.93",,,Director Quality Improvement,,Director Quality Improvement,Senior Managers,Substantive,-8.45,
,Director Quality Improvement,259001,QUALITY FIRST,Pay,Admin & Clerical,2025-07,,WTE,-4.60,"-£18,070.92",,,Director Quality Improvement,,Director Quality Improvement,Admin & Clerical Staff,Substantive,-4.60,
,Director Quality Improvement,259002,PROGRAMME MANAGEMENT OFFICE,Pay,Snr Managers,2025-07,,WTE,-3.00,"-£23,905.04",,,Director Quality Improvement,,Director Quality Improvement,Senior Managers,Substantive,-3.00,
,Director Quality Improvement,259002,PROGRAMME MANAGEMENT OFFICE,Pay,Admin & Clerical,2025-07,,WTE,-1.00,"-£3,808.03",,,Director Quality Improvement,,Director Quality Improvement,Admin & Clerical Staff,Substantive,-1.00,
,Facilities,259207,HOUSEKEEPERS,Pay,Ancillary,2025-07,,WTE,-8.57,"-£32,279.21",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Bank,-8.57,
,Facilities,259207,HOUSEKEEPERS,Pay,Ancillary,2025-07,,WTE,-49.37,"-£159,583.98",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-49.37,
,Facilities,259209,DOMESTICS,Pay,Ancillary,2025-07,,WTE,-11.51,"-£41,296.25",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Bank,-11.51,
,Facilities,259209,DOMESTICS,Pay,Ancillary,2025-07,,WTE,-115.42,"-£387,556.75",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-115.42,
,Facilities,259210,RESTAURANT,Pay,Admin & Clerical,2025-07,,WTE,-1.00,"-£3,014.58",,,Facilities,,Estates & Facilities,Admin & Clerical Staff,Substantive,-1.00,
,Facilities,259210,RESTAURANT,Pay,Ancillary,2025-07,,WTE,-1.70,"-£5,531.81",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Bank,-1.70,
,Facilities,259210,RESTAURANT,Pay,Ancillary,2025-07,,WTE,-9.80,"-£30,344.35",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-9.80,
,Facilities,259211,PATIENTS DINING,Pay,Admin & Clerical,2025-07,,WTE,-1.00,"-£5,048.22",,,Facilities,,Estates & Facilities,Admin & Clerical Staff,Substantive,-1.00,
,Facilities,259211,PATIENTS DINING,Pay,Ancillary,2025-07,,WTE,-1.66,"-£6,660.47",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Bank,-1.66,
,Facilities,259211,PATIENTS DINING,Pay,Ancillary,2025-07,,WTE,-11.53,"-£37,726.71",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-11.53,
,Facilities,259212,PORTERING,Pay,Ancillary,2025-07,,WTE,-8.74,"-£32,910.93",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Bank,-8.74,
,Facilities,259212,PORTERING,Pay,Ancillary,2025-07,,WTE,-40.64,"-£134,602.59",,,Facilities,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-40.64,
,Estates,259214,ENGINEERING/BUILDING,Pay,Snr Managers,2025-07,,WTE,-0.62,"-£4,268.06",,,Estates,,Estates & Facilities,Senior Managers,Substantive,-0.62,
,Estates,259214,ENGINEERING/BUILDING,Pay,Maintenance & Works Staff,2025-07,,WTE,-18.89,"-£73,551.96",,,Estates,,Estates & Facilities,Maintenance & Works Staff,Substantive,-18.89,
,Estates,259214,ENGINEERING/BUILDING,Pay,Admin & Clerical,2025-07,,WTE,-2.00,"-£5,880.89",,,Estates,,Estates & Facilities,Admin & Clerical Staff,Substantive,-2.00,
,Estates,259215,EBME,Pay,Snr Managers,2025-07,,WTE,-1.32,"-£9,204.28",,,EMBE,,Estates & Facilities,Senior Managers,Substantive,-1.32,
,Estates,259215,EBME,Pay,Nursing,2025-07,,WTE,-1.00,"-£5,781.08",,,EMBE,,Estates & Facilities,Nursing & Midwifery Staff,Substantive,-1.00,
,Estates,259215,EBME,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,-6.00,"-£23,503.59",,,EMBE,,Estates & Facilities,"Scientific, Therapeutic & Technical Staff",Substantive,-6.00,
,Capital Dept,259216,CAPITAL PROJECT TEAM,Pay,Snr Managers,2025-07,,WTE,-0.34,"-£3,136.11",,,Capital Department,,Estates & Facilities,Senior Managers,Substantive,-0.34,
,Capital Dept,259216,CAPITAL PROJECT TEAM,Pay,Maintenance & Works Staff,2025-07,,WTE,-0.07,-£436.30,,,Capital Department,,Estates & Facilities,Maintenance & Works Staff,Substantive,-0.07,
,Facilities,259218,HOTEL SERVICES MANAGEMENT,Pay,Snr Managers,2025-07,,WTE,-3.41,"-£22,444.92",,,Facilities - other,,Estates & Facilities,Senior Managers,Substantive,-3.41,
,Facilities,259218,HOTEL SERVICES MANAGEMENT,Pay,Admin & Clerical,2025-07,,WTE,-7.00,"-£26,388.50",,,Facilities - other,,Estates & Facilities,Admin & Clerical Staff,Substantive,-7.00,
,Facilities,259219,POSTAL SERVICES,Pay,Ancillary,2025-07,,WTE,-1.40,"-£3,611.12",,,Facilities - other,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-1.40,
,Facilities,259220,ACCOMMODATION,Pay,Ancillary,2025-07,,WTE,-1.40,"-£4,366.06",,,Facilities - other,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-1.40,
,Facilities,259221,TRANSPORT SERVICES,Pay,Ancillary,2025-07,,WTE,-2.00,"-£5,679.27",,,Facilities - other,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Substantive,-2.00,
,Estates & Facilities,259223,ESTATES&FACILITIES SENIOR MGMT,Pay,Snr Managers,2025-07,,WTE,-1.50,"-£16,178.64",,,Estates&Facilities Senior Mgmt,,Estates & Facilities,Senior Managers,Substantive,-1.50,
,Estates & Facilities,259223,ESTATES&FACILITIES SENIOR MGMT,Pay,Admin & Clerical,2025-07,,WTE,-1.52,"-£4,517.55",,,Estates&Facilities Senior Mgmt,,Estates & Facilities,Admin & Clerical Staff,Substantive,-1.52,
,Estates,259227,HEALTH & SAFETY,Pay,Snr Managers,2025-07,,WTE,-0.82,"-£5,853.57",,,Estates,,Estates & Facilities,Senior Managers,Substantive,-0.82,
,Estates,259227,HEALTH & SAFETY,Pay,Nursing,2025-07,,WTE,-1.00,"-£5,450.26",,,Estates,,Estates & Facilities,Nursing & Midwifery Staff,Substantive,-1.00,
,Estates,259227,HEALTH & SAFETY,Pay,Admin & Clerical,2025-07,,WTE,-2.00,"-£8,431.99",,,Estates,,Estates & Facilities,Admin & Clerical Staff,Substantive,-2.00,
,Estates,259227,HEALTH & SAFETY,Pay,Ancillary,2025-07,,WTE,0.00,£571.48,,,Estates,,Estates & Facilities,"HCA, Other Support & Ancillary Staff",Bank,0.00,
,Digestive Services,259501,MEDICAL STAFF GASTRO,Pay,Medical,2025-07,,WTE,-16.80,"-£178,178.05",,,Gastroenterology,,Planned Pathways,Medical Staff,Substantive,-16.80,
,Digestive Services,259501,MEDICAL STAFF GASTRO,Pay,Medical,2025-07,,WTE,-2.01,"-£39,742.18",,,Gastroenterology,,Planned Pathways,Medical Staff,Bank,-2.01,
,Digestive Services,259501,MEDICAL STAFF GASTRO,Pay,Nursing,2025-07,,WTE,-2.00,"-£23,297.77",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-2.00,
,Digestive Services,259501,MEDICAL STAFF GASTRO,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,-1.00,"-£5,450.26",,,Gastroenterology,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Digestive Services,259501,MEDICAL STAFF GASTRO,Pay,Medical,2025-07,,WTE,-0.87,"-£44,346.64",,,Gastroenterology,,Planned Pathways,Medical Staff,Agency,-0.87,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-07,,WTE,-26.17,"-£111,167.26",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-26.17,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-07,,WTE,-5.53,"-£22,714.48",,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-5.53,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Admin & Clerical,2025-07,,WTE,-1.40,"-£3,483.52",,,Gastroenterology,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.40,
,Digestive Services,259502,GASTRO SPECIALIST CARE WARD MT,Pay,Nursing,2025-07,,WTE,0.00,£16.70,,,Gastroenterology,,Planned Pathways,Nursing & Midwifery Staff,Agency,0.00,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-07,,WTE,-37.31,"-£149,241.93",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-37.31,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Nursing,2025-07,,WTE,-4.04,"-£16,310.86",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-4.04,
,Surgery,259503,ELECTIVE SURGERY WARD EH,Pay,Admin & Clerical,2025-07,,WTE,-1.28,"-£3,682.79",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.28,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-07,,WTE,-35.64,"-£148,397.05",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-35.64,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-07,,WTE,-11.07,"-£39,575.88",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-11.07,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Admin & Clerical,2025-07,,WTE,-1.92,"-£5,993.39",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.92,
,Surgery,259515,EMERGENCY SURGERY WARD AM,Pay,Nursing,2025-07,,WTE,0.00,£9.41,,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,0.00,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2025-07,,WTE,-36.86,"-£153,472.59",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-36.86,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2025-07,,WTE,-10.16,"-£39,996.53",,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Bank,-10.16,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-07,,WTE,0.00,£23.34,,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Bank,0.00,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Admin & Clerical,2025-07,,WTE,-1.50,"-£4,256.45",,,General Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.50,
,Surgery,259516,EMERGENCY SURGERY WARD TA,Pay,Nursing,2025-07,,WTE,0.00,£414.93,,,General Surgery,,Planned Pathways,Nursing & Midwifery Staff,Agency,0.00,
,"Critical Care, theatres and Anaesthetics",259517,PRE-OP ASSESSMENT NURSING,Pay,Nursing,2025-07,,WTE,-13.82,"-£55,425.11",,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-13.82,
,"Critical Care, theatres and Anaesthetics",259517,PRE-OP ASSESSMENT NURSING,Pay,Nursing,2025-07,,WTE,-1.43,"-£6,535.24",,,Theatres & Anaesthesia,,Planned Pathways,Nursing & Midwifery Staff,Bank,-1.43,
,"Critical Care, theatres and Anaesthetics",259517,PRE-OP ASSESSMENT NURSING,Pay,Admin & Clerical,2025-07,,WTE,-2.00,"-£5,730.93",,,Theatres & Anaesthesia,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Planned Pathways Management,259518,SPECIALIST NURSING,Pay,Nursing,2025-07,,WTE,-11.73,"-£71,963.32",,,Planned Pathways Management,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-11.73,
,Planned Pathways Management,259518,SPECIALIST NURSING,Pay,Nursing,2025-07,,WTE,-0.36,"-£2,507.64",,,Planned Pathways Management,,Planned Pathways,Nursing & Midwifery Staff,Bank,-0.36,
,Planned Pathways Management,259518,SPECIALIST NURSING,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,-1.00,"-£6,211.53",,,Planned Pathways Management,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Planned Pathways Management,259518,SPECIALIST NURSING,Pay,Admin & Clerical,2025-07,,WTE,-1.59,"-£5,065.91",,,Planned Pathways Management,,Planned Pathways,Admin & Clerical Staff,Substantive,-1.59,
,Surgery,259519,GENERAL SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-41.08,"-£449,800.22",,,General Surgery,,Planned Pathways,Medical Staff,Substantive,-41.08,
,Surgery,259519,GENERAL SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-0.54,"-£20,648.16",,,General Surgery,,Planned Pathways,Medical Staff,Bank,-0.54,
,Surgery,259519,GENERAL SURGERY MEDICAL STAFFING,Pay,"Scientific, Therapeutic & Tech",2025-07,,WTE,-2.00,"-£10,800.71",,,General Surgery,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-2.00,
,Surgery,259519,GENERAL SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-0.61,"-£16,433.61",,,General Surgery,,Planned Pathways,Medical Staff,Agency,-0.61,
,Surgery,259521,VASCULAR SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-8.17,"-£84,749.64",,,Vascular Surgery,,Planned Pathways,Medical Staff,Substantive,-8.17,
,Surgery,259521,VASCULAR SURGERY MEDICAL STAFFING,Pay,Nursing,2025-07,,WTE,-2.00,"-£12,423.30",,,Vascular Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-2.00,
,Surgery,259521,VASCULAR SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,0.00,£611.05,,,Vascular Surgery,,Planned Pathways,Medical Staff,Agency,0.00,
,Digestive Services,259522,CANCER ALLIANCE GILO,Pay,Medical,2025-07,,WTE,-2.00,"-£17,833.41",,,Colorectal Surgery,,Planned Pathways,Medical Staff,Substantive,-2.00,
,Digestive Services,259522,CANCER ALLIANCE GILO,Pay,Nursing,2025-07,,WTE,-4.00,"-£11,663.84",,,Colorectal Surgery,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-4.00,
,Digestive Services,259522,CANCER ALLIANCE GILO,Pay,Admin & Clerical,2025-07,,WTE,-2.00,"-£3,411.49",,,Colorectal Surgery,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,Surgery,259523,UROLOGY OAK UNIT,Pay,Nursing,2025-07,,WTE,-0.58,"-£3,239.35",,,Urology,,Planned Pathways,Nursing & Midwifery Staff,Bank,-0.58,
,Surgery,259523,UROLOGY OAK UNIT,Pay,Nursing,2025-07,,WTE,-8.23,"-£34,152.99",,,Urology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-8.23,
,Surgery,259524,UROLOGY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-15.37,"-£162,433.45",,,Urology,,Planned Pathways,Medical Staff,Substantive,-15.37,
,Surgery,259524,UROLOGY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-0.22,"-£15,792.67",,,Urology,,Planned Pathways,Medical Staff,Bank,-0.22,
,Surgery,259524,UROLOGY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-0.78,"-£20,790.21",,,Urology,,Planned Pathways,Medical Staff,Agency,-0.78,
,Surgery,259525,CANCER ALLIANCE UROLOGY,Pay,Medical,2025-07,,WTE,-2.32,"-£11,067.56",,,Urology,,Planned Pathways,Medical Staff,Substantive,-2.32,
,Surgery,259525,CANCER ALLIANCE UROLOGY,Pay,Nursing,2025-07,,WTE,-2.00,"-£5,609.86",,,Urology,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-2.00,
,Surgery,259525,CANCER ALLIANCE UROLOGY,Pay,Admin & Clerical,2025-07,,WTE,-2.00,"-£3,117.28",,,Urology,,Planned Pathways,Admin & Clerical Staff,Substantive,-2.00,
,MSK and ENT,259526,ENT MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-10.25,"-£163,120.38",,,ENT,,Planned Pathways,Medical Staff,Substantive,-10.25,
,MSK and ENT,259526,ENT MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-0.12,"-£1,828.58",,,ENT,,Planned Pathways,Medical Staff,Bank,-0.12,
,MSK and ENT,259526,ENT MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,0.00,£64.06,,,ENT,,Planned Pathways,Medical Staff,Agency,0.00,
,MSK and ENT,259528,ORAL SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-13.36,"-£162,407.53",,,Oral and Maxillofacial Surgery,,Planned Pathways,Medical Staff,Substantive,-13.36,
,MSK and ENT,259528,ORAL SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-2.65,"-£54,350.81",,,Oral and Maxillofacial Surgery,,Planned Pathways,Medical Staff,Bank,-2.65,
,MSK and ENT,259528,ORAL SURGERY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,0.00,£78.92,,,Oral and Maxillofacial Surgery,,Planned Pathways,Medical Staff,Agency,0.00,
,Community Services,259530,OPHTHALMOLOGY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-12.11,"-£167,875.75",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-12.11,
,Community Services,259530,OPHTHALMOLOGY MEDICAL STAFFING,Pay,Medical,2025-07,,WTE,-1.13,"-£31,853.14",,,Ophthalmology,,"Family, Diagnostics and Community",Medical Staff,Bank,-1.13,
