,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2023-11,,WTE,-3.83,"-£15,366.05",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.83,
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2023-12,,WTE,-0.25,"-£1,619.75",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.25,
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2023-12,,WTE,-3.80,"-£15,269.23",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.80,
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2024-01,,WTE,-0.35,"-£2,329.76",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.35,
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2024-01,,WTE,-3.85,"-£16,069.66",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.85,
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2024-02,,WTE,0.00,£332.31,,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Bank,0.00,
,Director of People,258738,STAFF HEALTH AND WELL BEING,Pay,Nursing,2024-02,,WTE,-3.81,"-£15,574.01",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.81,
,Director of People,258738,STAFF HEALTH,Pay,Nursing,2024-03,,WTE,0.00,-£332.89,,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Bank,0.00,
,Director of People,258738,STAFF HEALTH,Pay,Nursing,2024-03,,WTE,-3.87,"-£23,528.65",,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.87,
,Director of People,258739,HUMAN RESOURCES,Pay,Admin & Clerical,2023-11,,WTE,-2.53,"-£10,965.24",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-2.53,
,Director of People,258739,HUMAN RESOURCES,Pay,Admin & Clerical,2023-12,,WTE,-2.53,"-£10,965.24",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-2.53,
,Director of People,258739,HUMAN RESOURCES,Pay,Admin & Clerical,2024-01,,WTE,-3.53,"-£14,739.16",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-3.53,
,Director of People,258739,HUMAN RESOURCES,Pay,Admin & Clerical,2024-02,,WTE,-3.53,"-£14,739.16",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-3.53,
,Director of People,258739,HUMAN RESOURCES,Pay,Admin & Clerical,2024-03,,WTE,-3.53,"-£14,739.16",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-3.53,
,Director of People,258739,HUMAN RESOURCES,Pay,Snr Managers,2023-11,,WTE,-5.00,"-£33,762.85",,,Director of People,,Corporate Services,Senior Managers,Substantive,-5.00,
,Director of People,258739,HUMAN RESOURCES,Pay,Snr Managers,2023-12,,WTE,-7.00,"-£34,405.51",,,Director of People,,Corporate Services,Senior Managers,Substantive,-7.00,
,Director of People,258739,HUMAN RESOURCES,Pay,Snr Managers,2024-01,,WTE,-6.00,"-£42,340.12",,,Director of People,,Corporate Services,Senior Managers,Substantive,-6.00,
,Director of People,258739,HUMAN RESOURCES,Pay,Snr Managers,2024-02,,WTE,-5.00,"-£33,993.25",,,Director of People,,Corporate Services,Senior Managers,Substantive,-5.00,
,Director of People,258739,HUMAN RESOURCES,Pay,Snr Managers,2024-03,,WTE,-4.35,"-£29,576.78",,,Director of People,,Corporate Services,Senior Managers,Substantive,-4.35,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2023-11,,WTE,-0.76,"-£6,322.76",,,Director of People,,Corporate Services,Admin & Clerical Staff,Agency,-0.76,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2023-11,,WTE,-0.02,-£199.31,,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,-0.02,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2023-11,,WTE,-5.61,"-£16,188.59",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.61,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2023-12,,WTE,-0.73,"-£2,056.40",,,Director of People,,Corporate Services,Admin & Clerical Staff,Agency,-0.73,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2023-12,,WTE,-0.66,"-£2,165.68",,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,-0.66,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2023-12,,WTE,-5.39,"-£15,582.77",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.39,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-01,,WTE,-0.70,"-£2,797.04",,,Director of People,,Corporate Services,Admin & Clerical Staff,Agency,-0.70,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-01,,WTE,-0.79,"-£2,716.87",,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,-0.79,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-01,,WTE,-6.26,"-£17,791.68",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-6.26,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-02,,WTE,-0.31,"-£1,885.64",,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,-0.31,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-02,,WTE,-6.71,"-£19,618.52",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-6.71,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-03,,WTE,-0.97,"-£4,118.38",,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,-0.97,
,Director of People,258740,RECRUITMENT,Pay,Admin & Clerical,2024-03,,WTE,-7.71,"-£21,538.91",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-7.71,
,Director of People,258740,RECRUITMENT,Pay,Nursing,2024-01,,WTE,-0.04,-£183.91,,,Director of People,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.04,
,Director of People,258740,RECRUITMENT,Pay,Snr Managers,2023-11,,WTE,-1.30,"-£5,524.70",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.30,
,Director of People,258740,RECRUITMENT,Pay,Snr Managers,2023-12,,WTE,-2.70,"-£9,982.60",,,Director of People,,Corporate Services,Senior Managers,Substantive,-2.70,
,Director of People,258740,RECRUITMENT,Pay,Snr Managers,2024-01,,WTE,-1.46,"-£9,435.37",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.46,
,Director of People,258740,RECRUITMENT,Pay,Snr Managers,2024-02,,WTE,-1.30,"-£7,829.97",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.30,
,Director of People,258740,RECRUITMENT,Pay,Snr Managers,2024-03,,WTE,-1.30,"-£7,685.97",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.30,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2023-11,,WTE,-6.37,"-£21,562.32",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-6.37,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2023-12,,WTE,0.00,£2.78,,,Director of People,,Corporate Services,Admin & Clerical Staff,Bank,0.00,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2023-12,,WTE,-5.80,"-£19,719.64",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.80,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2024-01,,WTE,-5.73,"-£21,635.51",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.73,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2024-02,,WTE,-5.53,"-£21,746.17",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.53,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Admin & Clerical,2024-03,,WTE,-5.50,"-£22,384.46",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.50,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Snr Managers,2023-11,,WTE,-7.76,"-£47,687.22",,,Director of People,,Corporate Services,Senior Managers,Substantive,-7.76,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Snr Managers,2023-12,,WTE,-7.76,"-£52,900.67",,,Director of People,,Corporate Services,Senior Managers,Substantive,-7.76,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Snr Managers,2024-01,,WTE,-5.76,"-£36,254.50",,,Director of People,,Corporate Services,Senior Managers,Substantive,-5.76,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Snr Managers,2024-02,,WTE,-5.76,"-£34,868.44",,,Director of People,,Corporate Services,Senior Managers,Substantive,-5.76,
,Director of People,258741,LEARNING & ORGANISATIONAL DEV,Pay,Snr Managers,2024-03,,WTE,-6.21,"-£36,970.94",,,Director of People,,Corporate Services,Senior Managers,Substantive,-6.21,
,Director of People,258745,MEDICAL RESOURCING,Pay,Admin & Clerical,2023-11,,WTE,-1.00,"-£3,773.92",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Admin & Clerical,2023-12,,WTE,-1.00,"-£3,773.92",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Admin & Clerical,2024-01,,WTE,-1.00,"-£3,773.92",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Admin & Clerical,2024-02,,WTE,-1.00,"-£3,773.92",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Admin & Clerical,2024-03,,WTE,-1.00,"-£3,773.92",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Snr Managers,2023-11,,WTE,-1.00,"-£6,020.62",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Snr Managers,2023-12,,WTE,-1.00,"-£5,400.65",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Snr Managers,2024-01,,WTE,-1.00,"-£5,344.29",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Snr Managers,2024-02,,WTE,-1.00,"-£5,400.65",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Director of People,258745,MEDICAL RESOURCING,Pay,Snr Managers,2024-03,,WTE,-1.00,"-£5,400.65",,,Director of People,,Corporate Services,Senior Managers,Substantive,-1.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Admin & Clerical,2023-11,,WTE,-0.05,-£696.55,,,Chief Med Off,,Corporate Services,Admin & Clerical Staff,Bank,-0.05,
,Chief Med Off,258746,RESUS TRAINING,Pay,Admin & Clerical,2023-12,,WTE,-0.07,-£331.27,,,Chief Med Off,,Corporate Services,Admin & Clerical Staff,Bank,-0.07,
,Chief Med Off,258746,RESUS TRAINING,Pay,Admin & Clerical,2024-01,,WTE,-0.06,-£348.56,,,Chief Med Off,,Corporate Services,Admin & Clerical Staff,Bank,-0.06,
,Chief Med Off,258746,RESUS TRAINING,Pay,Nursing,2023-11,,WTE,-3.00,"-£14,319.29",,,Chief Med Off,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Nursing,2023-12,,WTE,-3.00,"-£14,657.53",,,Chief Med Off,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Nursing,2024-01,,WTE,-3.00,"-£14,317.91",,,Chief Med Off,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Nursing,2024-02,,WTE,-3.00,"-£14,560.81",,,Chief Med Off,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,Nursing,2024-03,,WTE,-3.00,"-£14,317.91",,,Chief Med Off,,Corporate Services,Nursing & Midwifery Staff,Substantive,-3.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-1.00,"-£3,931.00",,,Chief Med Off,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-1.00,"-£3,865.03",,,Chief Med Off,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-0.94,"-£3,637.51",,,Chief Med Off,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-0.94,
,Chief Med Off,258746,RESUS TRAINING,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.00,"-£3,864.87",,,Chief Med Off,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Med Off,258746,RESUS TRAINING,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.00,"-£3,864.87",,,Chief Med Off,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2023-11,,WTE,-4.09,"-£13,173.65",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-4.09,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2023-12,,WTE,-4.00,"-£12,836.37",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-4.00,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2024-01,,WTE,-4.00,"-£14,669.90",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-4.00,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2024-02,,WTE,-4.38,"-£13,983.48",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-4.38,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Admin & Clerical,2024-03,,WTE,-5.00,"-£15,734.08",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-5.00,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Snr Managers,2023-11,,WTE,-3.48,"-£15,817.83",,,Director of People,,Corporate Services,Senior Managers,Substantive,-3.48,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Snr Managers,2023-12,,WTE,-3.00,"-£15,814.52",,,Director of People,,Corporate Services,Senior Managers,Substantive,-3.00,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Snr Managers,2024-01,,WTE,-2.16,"-£12,598.21",,,Director of People,,Corporate Services,Senior Managers,Substantive,-2.16,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Snr Managers,2024-02,,WTE,-2.50,"-£16,816.09",,,Director of People,,Corporate Services,Senior Managers,Substantive,-2.50,
,Director of People,258747,WORKFORCE INFORMATION,Pay,Snr Managers,2024-03,,WTE,-2.50,"-£21,816.20",,,Director of People,,Corporate Services,Senior Managers,Substantive,-2.50,
,Director of People,258748,UNION REP,Pay,Admin & Clerical,2023-11,,WTE,-0.60,"-£2,539.39",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Director of People,258748,UNION REP,Pay,Admin & Clerical,2023-12,,WTE,-0.60,"-£2,539.39",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Director of People,258748,UNION REP,Pay,Admin & Clerical,2024-01,,WTE,-0.60,"-£2,539.39",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Director of People,258748,UNION REP,Pay,Admin & Clerical,2024-02,,WTE,-0.60,"-£2,539.39",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Director of People,258748,UNION REP,Pay,Admin & Clerical,2024-03,,WTE,-0.60,"-£2,539.39",,,Director of People,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Nurse,258749,CHAPLAINS,Pay,Admin & Clerical,2023-11,,WTE,-0.60,"-£1,397.81",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Nurse,258749,CHAPLAINS,Pay,Admin & Clerical,2023-12,,WTE,-0.60,"-£1,397.81",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Nurse,258749,CHAPLAINS,Pay,Admin & Clerical,2024-01,,WTE,-0.60,"-£1,463.66",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Nurse,258749,CHAPLAINS,Pay,Admin & Clerical,2024-02,,WTE,-0.60,"-£1,397.81",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Nurse,258749,CHAPLAINS,Pay,Admin & Clerical,2024-03,,WTE,-0.60,"-£1,397.81",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.60,
,Chief Nurse,258749,CHAPLAINS,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-3.79,"-£19,387.52",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-3.79,
,Chief Nurse,258749,CHAPLAINS,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-3.79,"-£19,234.24",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-3.79,
,Chief Nurse,258749,CHAPLAINS,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-3.79,"-£20,608.72",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-3.79,
,Chief Nurse,258749,CHAPLAINS,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-3.79,"-£19,545.65",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-3.79,
,Chief Nurse,258749,CHAPLAINS,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-3.79,"-£19,154.54",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-3.79,
,Chief Op Off,258751,CHIEF OPERATING OFFICER,Pay,Snr Managers,2023-11,,WTE,-1.60,"-£10,886.93",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-1.60,
,Chief Op Off,258751,CHIEF OPERATING OFFICER,Pay,Snr Managers,2023-12,,WTE,-2.40,"-£23,984.55",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-2.40,
,Chief Op Off,258751,CHIEF OPERATING OFFICER,Pay,Snr Managers,2024-01,,WTE,-2.00,"-£21,765.27",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Op Off,258751,CHIEF OPERATING OFFICER,Pay,Snr Managers,2024-02,,WTE,-2.00,"-£21,773.87",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Op Off,258751,CHIEF OPERATING OFFICER,Pay,Snr Managers,2024-03,,WTE,-2.00,"-£21,773.86",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Medical,2023-12,,WTE,0.00,"-£29,279.14",,,Chief Op Off,,Corporate Services,Medical Staff,Substantive,0.00,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Medical,2024-02,,WTE,0.00,"-£2,661.74",,,Chief Op Off,,Corporate Services,Medical Staff,Substantive,0.00,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Medical,2024-03,,WTE,0.00,"-£2,842.56",,,Chief Op Off,,Corporate Services,Medical Staff,Substantive,0.00,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Snr Managers,2023-11,,WTE,-3.69,"-£24,728.43",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-3.69,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Snr Managers,2023-12,,WTE,-3.69,"-£24,728.42",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-3.69,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Snr Managers,2024-01,,WTE,-3.69,"-£24,728.42",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-3.69,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Snr Managers,2024-02,,WTE,-3.69,"-£24,728.42",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-3.69,
,Chief Op Off,258752,PERFORMANCE & PLANNING,Pay,Snr Managers,2024-03,,WTE,-3.69,"-£24,728.42",,,Chief Op Off,,Corporate Services,Senior Managers,Substantive,-3.69,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2023-11,,WTE,-1.06,"-£8,461.66",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Bank,-1.06,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2023-11,,WTE,-0.44,"-£1,003.40",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.44,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2023-12,,WTE,-1.06,"-£5,735.99",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Bank,-1.06,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2023-12,,WTE,-0.44,"-£1,003.40",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.44,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2024-01,,WTE,-1.36,"-£8,156.21",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Bank,-1.36,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2024-01,,WTE,-0.44,"-£1,003.40",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.44,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2024-02,,WTE,-1.30,"-£8,655.97",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Bank,-1.30,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2024-02,,WTE,-0.44,"-£1,003.40",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.44,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2024-03,,WTE,-1.06,"-£7,531.65",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Bank,-1.06,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Admin & Clerical,2024-03,,WTE,-0.44,"-£1,003.40",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-0.44,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2023-11,,WTE,-0.12,-£808.65,,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.12,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2023-11,,WTE,-10.20,"-£52,752.30",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-10.20,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2023-12,,WTE,-0.20,-£963.58,,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.20,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2023-12,,WTE,-11.88,"-£100,200.85",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-11.88,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2024-01,,WTE,-0.23,"-£1,473.30",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.23,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2024-01,,WTE,-13.10,"-£25,162.46",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-13.10,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2024-02,,WTE,-0.15,-£960.99,,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,-0.15,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2024-02,,WTE,-12.89,"-£89,148.25",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-12.89,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2024-03,,WTE,0.00,-£256.05,,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Bank,0.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Nursing,2024-03,,WTE,-12.68,"-£54,927.60",,,Chief Nurse,,Corporate Services,Nursing & Midwifery Staff,Substantive,-12.68,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-1.00,"-£4,084.49",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-1.00,"-£4,084.49",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-1.00,"-£4,084.49",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.00,"-£4,084.49",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.20,"-£5,228.34",,,Chief Nurse,,Corporate Services,"Scientific, Therapeutic & Technical Staff",Substantive,-1.20,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Snr Managers,2023-11,,WTE,-2.00,"-£25,648.73",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Snr Managers,2023-12,,WTE,-2.00,"-£25,580.92",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Snr Managers,2024-01,,WTE,-2.00,"-£25,627.09",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Snr Managers,2024-02,,WTE,-2.00,"-£25,615.48",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258753,NURSING AND QUALITY,Pay,Snr Managers,2024-03,,WTE,-2.00,"-£25,568.09",,,Chief Nurse,,Corporate Services,Senior Managers,Substantive,-2.00,
,Chief Nurse,258754,NON-MEDICAL EDUCATION,Pay,Admin & Clerical,2023-11,,WTE,-1.00,"-£2,715.81",,,Chief Nurse,,Corporate Services,Admin & Clerical Staff,Substantive,-1.00,
