,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Outpatients and Diagnostics,258428,PAH X-RAY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-2.21,"-£12,169.67",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-2.21,
,Outpatients and Diagnostics,258428,PAH X-RAY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-63.77,"-£254,128.33",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-63.77,
,Outpatients and Diagnostics,258428,PAH X-RAY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.99,"-£14,917.10",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-1.99,
,Outpatients and Diagnostics,258428,PAH X-RAY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-65.78,"-£257,070.99",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-65.78,
,Outpatients and Diagnostics,258428,PAH X-RAY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.99,"-£13,325.76",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-1.99,
,Outpatients and Diagnostics,258428,PAH X-RAY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-66.84,"-£261,190.14",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-66.84,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Admin & Clerical,2023-11,,WTE,-0.80,"-£2,078.97",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-0.80,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Admin & Clerical,2023-12,,WTE,0.00,£39.98,,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,0.00,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Admin & Clerical,2023-12,,WTE,-0.80,"-£2,078.97",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-0.80,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Admin & Clerical,2024-01,,WTE,-0.80,"-£2,078.97",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-0.80,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Admin & Clerical,2024-02,,WTE,-0.80,"-£2,078.97",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-0.80,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Admin & Clerical,2024-03,,WTE,-0.80,"-£2,078.97",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-0.80,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2023-11,,WTE,-0.38,"-£2,280.69",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.38,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2023-11,,WTE,-9.71,"-£38,440.12",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.71,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2023-12,,WTE,-0.67,"-£3,520.72",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.67,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2023-12,,WTE,-9.72,"-£41,266.88",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.72,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2024-01,,WTE,-0.97,"-£4,852.49",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.97,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2024-01,,WTE,-9.72,"-£37,306.47",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.72,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2024-02,,WTE,-0.65,"-£2,958.15",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.65,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2024-02,,WTE,-9.60,"-£36,588.89",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.60,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2024-03,,WTE,-0.91,"-£5,165.34",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.91,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,Nursing,2024-03,,WTE,-9.52,"-£51,777.49",,,Radiology,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.52,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-0.03,-£272.90,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.03,
,Outpatients and Diagnostics,258429,RADIOLOGY NURSING,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-0.06,-£332.30,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.06,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,Medical,2023-11,,WTE,0.00,"-£12,138.80",,,Radiology,,"Family, Diagnostics and Community",Medical Staff,Substantive,0.00,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,Medical,2023-12,,WTE,0.00,"-£3,933.12",,,Radiology,,"Family, Diagnostics and Community",Medical Staff,Substantive,0.00,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,Medical,2024-01,,WTE,0.00,-£795.54,,,Radiology,,"Family, Diagnostics and Community",Medical Staff,Substantive,0.00,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,Medical,2024-02,,WTE,0.00,£585.73,,,Radiology,,"Family, Diagnostics and Community",Medical Staff,Substantive,0.00,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,Medical,2024-03,,WTE,0.00,"-£3,892.49",,,Radiology,,"Family, Diagnostics and Community",Medical Staff,Substantive,0.00,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-2.72,"-£23,518.61",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.72,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,2.72,"-£25,831.80",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,2.72,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-2.26,"-£21,115.31",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.26,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-2.35,"-£21,251.09",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.35,
,Outpatients and Diagnostics,258432,RADIOLOGY ADDITIONAL SESSIONS,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-2.61,"-£26,450.34",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.61,
,Outpatients and Diagnostics,258433,PACS,Pay,Admin & Clerical,2023-11,,WTE,-1.00,"-£2,990.50",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,Admin & Clerical,2023-12,,WTE,-1.00,"-£2,990.50",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,Admin & Clerical,2024-01,,WTE,-1.00,"-£2,990.50",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,Admin & Clerical,2024-02,,WTE,-1.00,"-£3,536.21",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,Admin & Clerical,2024-03,,WTE,-1.00,"-£3,081.45",,,Radiology,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-1.00,"-£6,064.51",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-1.00,"-£7,154.29",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-1.00,"-£5,797.64",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.00,"-£5,797.64",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.00,"-£6,375.88",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.00,
,Outpatients and Diagnostics,258433,PACS,Pay,Snr Managers,2024-01,,WTE,0.00,"£3,053.00",,,Radiology,,"Family, Diagnostics and Community",Senior Managers,Substantive,0.00,
,Community Services,258435,MAMMOGRAPHY,Pay,Admin & Clerical,2023-11,,WTE,-5.32,"-£15,540.74",,,Breast Unit,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.32,
,Community Services,258435,MAMMOGRAPHY,Pay,Admin & Clerical,2023-12,,WTE,0.00,£0.63,,,Breast Unit,,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,0.00,
,Community Services,258435,MAMMOGRAPHY,Pay,Admin & Clerical,2023-12,,WTE,-5.85,"-£15,952.42",,,Breast Unit,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.85,
,Community Services,258435,MAMMOGRAPHY,Pay,Admin & Clerical,2024-01,,WTE,-5.81,"-£16,054.74",,,Breast Unit,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.81,
,Community Services,258435,MAMMOGRAPHY,Pay,Admin & Clerical,2024-02,,WTE,-5.80,"-£15,780.15",,,Breast Unit,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.80,
,Community Services,258435,MAMMOGRAPHY,Pay,Admin & Clerical,2024-03,,WTE,-5.80,"-£15,779.90",,,Breast Unit,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.80,
,Community Services,258435,MAMMOGRAPHY,Pay,Medical,2023-11,,WTE,-1.20,"-£17,238.38",,,Breast Unit,,"Family, Diagnostics and Community",Medical Staff,Substantive,-1.20,
,Community Services,258435,MAMMOGRAPHY,Pay,Medical,2023-12,,WTE,-1.20,"-£17,234.56",,,Breast Unit,,"Family, Diagnostics and Community",Medical Staff,Substantive,-1.20,
,Community Services,258435,MAMMOGRAPHY,Pay,Medical,2024-01,,WTE,-0.80,"-£12,482.36",,,Breast Unit,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.80,
,Community Services,258435,MAMMOGRAPHY,Pay,Medical,2024-02,,WTE,-0.80,"-£12,482.71",,,Breast Unit,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.80,
,Community Services,258435,MAMMOGRAPHY,Pay,Medical,2024-03,,WTE,-0.80,"-£15,250.09",,,Breast Unit,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.80,
,Community Services,258435,MAMMOGRAPHY,Pay,Nursing,2023-11,,WTE,-0.60,"-£1,829.27",,,Breast Unit,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.60,
,Community Services,258435,MAMMOGRAPHY,Pay,Nursing,2023-12,,WTE,-1.11,"-£2,778.63",,,Breast Unit,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-1.11,
,Community Services,258435,MAMMOGRAPHY,Pay,Nursing,2024-01,,WTE,-1.16,"-£2,661.84",,,Breast Unit,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-1.16,
,Community Services,258435,MAMMOGRAPHY,Pay,Nursing,2024-02,,WTE,-0.43,"-£1,308.93",,,Breast Unit,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.43,
,Community Services,258435,MAMMOGRAPHY,Pay,Nursing,2024-03,,WTE,-0.22,-£544.33,,,Breast Unit,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.22,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-0.96,"-£8,073.80",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.96,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-6.37,"-£35,038.40",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-6.37,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-1.19,"-£6,610.74",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-1.19,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-6.60,"-£34,695.85",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-6.60,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-1.41,"-£8,757.90",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-1.41,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-6.60,"-£34,232.81",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-6.60,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.00,"-£5,334.03",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-1.00,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-7.89,"-£39,074.99",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-7.89,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-0.20,"-£1,402.55",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.20,
,Community Services,258435,MAMMOGRAPHY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-8.34,"-£39,787.35",,,Breast Unit,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-8.34,
,Community Services,258435,MAMMOGRAPHY,Pay,Snr Managers,2023-11,,WTE,-1.00,"-£4,620.33",,,Breast Unit,,"Family, Diagnostics and Community",Senior Managers,Substantive,-1.00,
,Community Services,258435,MAMMOGRAPHY,Pay,Snr Managers,2023-12,,WTE,-1.00,"-£4,620.33",,,Breast Unit,,"Family, Diagnostics and Community",Senior Managers,Substantive,-1.00,
,Community Services,258435,MAMMOGRAPHY,Pay,Snr Managers,2024-01,,WTE,-1.00,"-£4,620.33",,,Breast Unit,,"Family, Diagnostics and Community",Senior Managers,Substantive,-1.00,
,Community Services,258435,MAMMOGRAPHY,Pay,Snr Managers,2024-02,,WTE,-1.00,"-£4,620.33",,,Breast Unit,,"Family, Diagnostics and Community",Senior Managers,Substantive,-1.00,
,Community Services,258435,MAMMOGRAPHY,Pay,Snr Managers,2024-03,,WTE,-1.00,"-£4,620.33",,,Breast Unit,,"Family, Diagnostics and Community",Senior Managers,Substantive,-1.00,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-0.09,-£947.98,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.09,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-1.40,"-£6,506.60",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.40,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-0.06,-£402.30,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.06,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-1.40,"-£6,506.60",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.40,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-0.06,-£827.03,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.06,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-1.40,"-£6,506.60",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.40,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-0.07,-£494.03,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.07,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.40,"-£6,506.60",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.40,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-0.04,-£189.13,,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-0.04,
,Outpatients and Diagnostics,258438,MEDICAL ILLUSTRATION,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.40,"-£6,506.60",,,Radiology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.40,
,Outpatients and Diagnostics,258439,PATHOLOGY MANAGEMENT PATH MGT,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-3.00,"-£72,445.01",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-3.00,
,Outpatients and Diagnostics,258439,PATHOLOGY MANAGEMENT PATH MGT,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-2.00,"-£73,519.63",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.00,
,Outpatients and Diagnostics,258439,PATHOLOGY MANAGEMENT PATH MGT,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-2.00,"-£86,746.04",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.00,
,Outpatients and Diagnostics,258439,PATHOLOGY MANAGEMENT PATH MGT,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.38,"-£73,746.81",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.38,
,Outpatients and Diagnostics,258439,PATHOLOGY MANAGEMENT PATH MGT,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.85,"-£75,690.14",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-1.85,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2023-11,,WTE,0.00,£720.00,,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Agency,0.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2023-11,,WTE,-0.04,"-£1,121.52",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.04,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2023-11,,WTE,-2.00,"-£42,164.23",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2023-12,,WTE,-0.35,"-£6,780.09",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.35,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2023-12,,WTE,-2.00,"-£34,097.15",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2024-01,,WTE,-0.74,"-£6,934.68",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.74,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2024-01,,WTE,-2.00,"-£35,156.39",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2024-02,,WTE,-0.28,"-£6,729.13",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.28,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2024-02,,WTE,-2.00,"-£35,232.88",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2024-03,,WTE,-0.12,"-£7,050.13",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.12,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,Medical,2024-03,,WTE,-2.00,"-£37,467.52",,,Pathology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,0.00,"-£7,276.25",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,0.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-19.95,"-£74,061.85",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-19.95,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,0.00,£141.58,,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,0.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-19.04,"-£70,597.67",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-19.04,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,0.00,"£7,276.25",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,0.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2024-01,,WTE,-19.01,"-£70,916.34",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-19.01,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-1.00,"-£4,533.34",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-1.00,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2024-02,,WTE,-19.09,"-£70,070.35",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-19.09,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-1.93,"-£11,602.33",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-1.93,
,Outpatients and Diagnostics,258440,MICROBIOLOGY,Pay,"Scientific, Therapeutic & Tech",2024-03,,WTE,-19.23,"-£71,055.77",,,Pathology,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-19.23,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,Nursing,2023-11,,WTE,-1.67,"-£7,000.87",,,Cancer,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-1.67,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,Nursing,2023-12,,WTE,-1.67,"-£6,552.98",,,Cancer,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-1.67,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,Nursing,2024-01,,WTE,-1.67,"-£6,552.98",,,Cancer,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-1.67,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,Nursing,2024-02,,WTE,-1.67,"-£6,560.85",,,Cancer,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-1.67,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,Nursing,2024-03,,WTE,-1.67,"-£6,654.73",,,Cancer,,Planned Pathways,Nursing & Midwifery Staff,Substantive,-1.67,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-0.49,"-£3,897.43",,,Cancer,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Agency,-0.49,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,"Scientific, Therapeutic & Tech",2023-11,,WTE,-10.33,"-£39,650.64",,,Cancer,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-10.33,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-0.48,"-£1,985.56",,,Cancer,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Agency,-0.48,
,Cancer,258441,ANTICOAG MONITORING SERVICE,Pay,"Scientific, Therapeutic & Tech",2023-12,,WTE,-10.34,"-£39,405.76",,,Cancer,,Planned Pathways,"Scientific, Therapeutic & Technical Staff",Substantive,-10.34,
