Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2024-11,,WTE,-5.11,"(£23,626.45)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-5.11,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2024-11,,WTE,-79.74,"(£391,540.13)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-79.74,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2024-12,,WTE,-0.93,"(£3,745.21)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-0.93,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2024-12,,WTE,-5.09,"(£23,676.42)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-5.09,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2024-12,,WTE,-79.37,"(£382,740.86)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-79.37,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-01,,WTE,-2.96,"(£20,081.90)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-2.96,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-01,,WTE,-4.57,"(£20,826.75)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-4.57,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-01,,WTE,-78.85,"(£387,848.16)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-78.85,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-02,,WTE,-2.58,"(£14,747.30)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-2.58,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-02,,WTE,-5.04,"(£25,191.54)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-5.04,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-02,,WTE,-79.31,"(£391,275.34)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-79.31,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-03,,WTE,-0.93,"(£5,759.26)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Agency,-0.93,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-03,,WTE,-6.15,"(£22,045.03)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Bank,-6.15,
,Outpatients and Diagnostics,258455,PAH PHARMACY,Pay,"Scientific, Therapeutic & Tech",2025-03,,WTE,-86.55,"(£412,885.01)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-86.55,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-04,,WTE,-2.8,"(£12,459.76)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-05,,WTE,-1.8,"(£12,448.81)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-1.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-06,,WTE,-1.8,"(£13,184.88)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-1.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-07,,WTE,-2.8,"(£20,366.30)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-08,,WTE,-2.86,"(£17,348.84)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.86,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-09,,WTE,-2.8,"(£16,420.27)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-10,,WTE,-2.8,"(£21,508.49)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-11,,WTE,-2.8,"(£16,798.77)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2024-12,,WTE,-2.8,"(£17,245.53)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2025-01,,WTE,-1.8,"(£13,327.21)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-1.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2025-02,,WTE,-0.8,"(£15,238.77)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-0.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,Nursing,2025-03,,WTE,-0.8,"(£14,795.56)",,,Pharmacy,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-0.8,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-04,,WTE,-3.32,"(£17,632.87)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-3.32,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-05,,WTE,-3.21,"(£16,169.57)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-3.21,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-06,,WTE,-3.11,"(£17,290.56)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-3.11,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-07,,WTE,-3.13,"(£17,462.40)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-3.13,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-08,,WTE,-2.45,"(£12,444.44)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.45,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-09,,WTE,-2.9,"(£15,102.82)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.9,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-10,,WTE,-2.96,"(£15,151.96)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.96,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-11,,WTE,-2.9,"(£15,656.25)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.9,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2024-12,,WTE,-2.36,"(£15,660.55)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.36,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2025-01,,WTE,-2.12,"(£11,466.41)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-2.12,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2025-02,,WTE,-4.6,"(£28,348.59)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-4.6,
,Outpatients and Diagnostics,258458,EPMA TEAM,Pay,"Scientific, Therapeutic & Tech",2025-03,,WTE,-5.6,"(£41,633.66)",,,Pharmacy,,"Family, Diagnostics and Community","Scientific, Therapeutic & Technical Staff",Substantive,-5.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-04,,WTE,-0.9,"(£15,753.98)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Agency,-0.9,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-04,,WTE,-0.1,"(£1,331.53)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.1,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-04,,WTE,-4.8,"(£17,752.52)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-4.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-05,,WTE,-0.7,"(£11,203.29)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Agency,-0.7,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-05,,WTE,-0.32,"(£2,094.82)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.32,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-05,,WTE,-5.8,"(£22,207.01)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-06,,WTE,-1,"(£17,241.98)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Agency,-1,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-06,,WTE,-0.17,"(£1,266.11)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.17,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-06,,WTE,-5.8,"(£21,694.69)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-07,,WTE,-0.05,"(£2,245.82)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Agency,-0.05,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-07,,WTE,-0.07,£80.57 ,,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.07,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-07,,WTE,-5.85,"(£22,243.26)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.85,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-08,,WTE,0,"(£9,569.09)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Agency,0,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-08,,WTE,-0.09,(£422.89),,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.09,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-08,,WTE,-6.8,"(£26,277.41)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-09,,WTE,-0.12,(£973.62),,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.12,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-09,,WTE,-6.8,"(£26,054.36)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-10,,WTE,0,"£1,098.32 ",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Agency,0,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-10,,WTE,0,£117.81 ,,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,0,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-10,,WTE,-6.8,"(£32,875.48)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-11,,WTE,-6.8,"(£27,230.98)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2024-12,,WTE,-6.8,"(£27,230.98)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2025-01,,WTE,-0.82,"(£7,194.99)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-0.82,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2025-01,,WTE,-6.8,"(£27,230.98)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2025-02,,WTE,-1.21,"(£12,246.61)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-1.21,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2025-02,,WTE,-5.8,"(£24,070.22)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-5.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2025-03,,WTE,-1.05,"(£10,952.16)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Bank,-1.05,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Admin & Clerical,2025-03,,WTE,-6.8,"(£31,972.13)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-6.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-04,,WTE,-0.6,"(£12,158.93)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-05,,WTE,-0.4,"(£12,416.00)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.4,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-06,,WTE,-0.4,"(£12,034.71)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.4,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-07,,WTE,-0.4,"(£12,034.79)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.4,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-08,,WTE,-0.4,"(£12,034.79)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.4,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-09,,WTE,-0.4,"(£12,034.79)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.4,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-10,,WTE,-0.6,"(£15,590.00)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-11,,WTE,-0.6,"(£12,542.80)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2024-12,,WTE,-0.6,"(£12,542.80)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2025-01,,WTE,-0.6,"(£12,752.71)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2025-02,,WTE,-0.6,"(£12,752.85)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Medical,2025-03,,WTE,-0.6,"(£12,365.18)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.6,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-04,,WTE,-3.2,"(£21,398.85)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-05,,WTE,-0.63,(£575.02),,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.63,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-05,,WTE,-3.2,"(£21,775.59)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-06,,WTE,-0.81,"(£6,360.76)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.81,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-06,,WTE,-3.2,"(£21,552.04)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-07,,WTE,-1.04,"(£6,717.88)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-1.04,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-07,,WTE,-3.2,"(£21,552.03)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-08,,WTE,-0.3,"(£2,150.79)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.3,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-08,,WTE,-3.2,"(£23,823.32)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-09,,WTE,-0.63,"(£3,998.07)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.63,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-09,,WTE,-3.2,"(£22,095.82)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-10,,WTE,-0.87,"(£5,350.39)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.87,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-10,,WTE,-3.2,"(£28,883.27)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-11,,WTE,-0.96,"(£5,819.59)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.96,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-11,,WTE,-3.2,"(£23,412.80)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-12,,WTE,-0.69,"(£4,531.66)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.69,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2024-12,,WTE,-3.2,"(£23,208.81)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2025-01,,WTE,-0.53,"(£3,581.89)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.53,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2025-01,,WTE,-3.2,"(£23,129.58)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2025-02,,WTE,-0.44,"(£4,587.79)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.44,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2025-02,,WTE,-3.2,"(£23,872.89)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2025-03,,WTE,-0.69,"(£4,692.52)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Bank,-0.69,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Nursing,2025-03,,WTE,-5.2,"(£31,857.96)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-5.2,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-04,,WTE,-7.8,"(£50,042.72)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-7.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-05,,WTE,-6.64,"(£44,541.40)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-6.64,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-06,,WTE,-4.8,"(£30,910.53)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-4.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-07,,WTE,-4.8,"(£33,411.49)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-4.8,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-08,,WTE,-6.22,"(£46,904.78)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-6.22,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-09,,WTE,-6.9,"(£56,348.06)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-6.9,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-10,,WTE,-5.9,"(£55,065.24)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-5.9,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-11,,WTE,-5.9,"(£46,761.27)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-5.9,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2024-12,,WTE,-5.9,"(£47,640.80)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-5.9,
,"Family, Diagnostics and Community Management",258459,CCCS MANAGEMENT TEAM,Pay,Snr Managers,2025-01,,WTE,-6.9,"(£47,500.07)",,,"Family, Diagnostics and Community Management",,"Family, Diagnostics and Community",Senior Managers,Substantive,-6.9,
