Service Type,Service Name,Cost Centre Code,Cost Centre Code Desc,Cost type,Subjective Code Desc,Year/Month,Actual / Forecast,Unit type,Units,Total cost,Per unit cost,Assignment number,Specialty (standardised),Site / Location,Directorate / Division,Staff group,Pay type,WTE equivalent,Cost per hour
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-04,,WTE,-0.5,"(£2,385.76)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-05,,WTE,-0.5,"(£2,385.76)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-06,,WTE,-0.5,"(£2,138.75)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-07,,WTE,-0.5,"(£2,385.76)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-08,,WTE,-0.5,"(£2,676.61)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-09,,WTE,-0.5,"(£2,508.56)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-10,,WTE,-0.5,"(£3,145.40)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-11,,WTE,-0.5,"(£2,600.43)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2024-12,,WTE,-0.5,"(£2,602.01)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2025-01,,WTE,-0.5,"(£2,600.43)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2025-02,,WTE,-0.5,"(£2,600.43)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258034,MRC NEWBORN HEARING,Pay,Snr Managers,2025-03,,WTE,-0.5,"(£2,600.43)",,,Neonatal,,"Family, Diagnostics and Community",Senior Managers,Substantive,-0.5,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-04,,WTE,-1.88,"(£7,180.68)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-05,,WTE,-1.88,"(£7,180.67)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-06,,WTE,-1.88,"(£7,180.68)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-07,,WTE,-1.88,"(£7,180.68)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-08,,WTE,-1.88,"(£7,180.68)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-09,,WTE,-1.88,"(£7,361.47)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-10,,WTE,-1.88,"(£9,247.52)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-11,,WTE,-1.88,"(£7,693.65)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2024-12,,WTE,-1.88,"(£7,693.65)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2025-01,,WTE,-1.88,"(£7,693.65)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2025-02,,WTE,-1.88,"(£7,693.65)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.88,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Admin & Clerical,2025-03,,WTE,-1.87,"(£7,661.21)",,,Paediatrics,,"Family, Diagnostics and Community",Admin & Clerical Staff,Substantive,-1.87,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-04,,WTE,-3.35,"(£19,764.12)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-05,,WTE,-3.35,"(£17,901.54)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-3.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-06,,WTE,-4.28,"(£21,749.45)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.28,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-07,,WTE,-4.35,"(£21,878.68)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-08,,WTE,-4.35,"(£21,615.33)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-09,,WTE,-4.35,"(£21,756.68)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-10,,WTE,-4.35,"(£27,413.30)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-11,,WTE,-4.35,"(£22,380.20)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2024-12,,WTE,-4.35,"(£22,413.65)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2025-01,,WTE,-4.35,"(£23,448.13)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2025-02,,WTE,-4.35,"(£23,569.27)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258035,CHILD DTH SPLST NRSNG R R,Pay,Nursing,2025-03,,WTE,-4.35,"(£23,441.30)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-4.35,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-04,,WTE,-3.68,"(£57,613.48)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-3.68,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-04,,WTE,-1.23,"(£35,349.54)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-1.23,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-04,,WTE,-46.29,"(£361,021.25)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-46.29,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-05,,WTE,-4.16,"(£60,402.34)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-4.16,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-05,,WTE,-1.19,"(£24,603.28)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-1.19,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-05,,WTE,-43.72,"(£344,223.56)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-43.72,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-06,,WTE,-2.16,"(£32,450.96)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-2.16,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-06,,WTE,-2,"(£34,606.01)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-06,,WTE,-43.49,"(£351,536.38)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-43.49,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-07,,WTE,-2.05,"(£25,160.40)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-2.05,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-07,,WTE,-0.93,"(£20,999.00)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.93,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-07,,WTE,-42.3,"(£357,662.68)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-42.3,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-08,,WTE,-2.34,"(£28,048.54)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-2.34,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-08,,WTE,-1.67,"(£33,583.14)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-1.67,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-08,,WTE,-43.46,"(£368,023.73)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-43.46,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-09,,WTE,-1.18,"(£18,901.13)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.18,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-09,,WTE,-2.51,"(£45,459.72)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-2.51,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-09,,WTE,-47.79,"(£429,742.30)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-47.79,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-10,,WTE,-1.34,"(£19,898.18)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.34,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-10,,WTE,-2.93,"(£19,163.40)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-2.93,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-10,,WTE,-46.74,"(£579,852.83)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-46.74,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-11,,WTE,-1.04,"(£17,252.14)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.04,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-11,,WTE,-2.53,"(£33,996.01)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-2.53,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-11,,WTE,-48.41,"(£344,228.75)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-48.41,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-12,,WTE,-1,"(£11,843.28)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-1,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-12,,WTE,-1.15,"(£26,014.32)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-1.15,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2024-12,,WTE,-45.8,"(£211,539.20)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-45.8,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-01,,WTE,-1.02,"(£14,481.57)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.02,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-01,,WTE,-1.07,"(£21,627.04)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-1.07,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-01,,WTE,-44.92,"(£404,398.84)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-44.92,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-02,,WTE,-1.05,"(£14,605.87)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.05,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-02,,WTE,-0.62,"(£13,959.10)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.62,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-02,,WTE,-46.94,"(£403,218.55)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-46.94,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-03,,WTE,-0.7,"(£9,601.63)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Agency,-0.7,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-03,,WTE,-0.68,"(£6,530.10)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.68,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Medical,2025-03,,WTE,-49.53,"(£440,810.10)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-49.53,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-05,,WTE,-2,"(£23,265.76)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-06,,WTE,-2,"(£12,068.52)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-07,,WTE,-2,"(£11,680.14)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-08,,WTE,-2,"(£11,853.88)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-09,,WTE,-2,"(£12,132.40)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-10,,WTE,-2,"(£18,254.92)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-11,,WTE,-2,"(£12,482.36)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2024-12,,WTE,-2,"(£13,178.93)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2025-01,,WTE,-2,"(£13,137.28)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2025-02,,WTE,-2,"(£13,034.60)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258036,CHILD HEALTH MEDICAL,Pay,Nursing,2025-03,,WTE,-2,"(£21,919.38)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-2,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-04,,WTE,-0.11,"(£7,058.85)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.11,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-05,,WTE,-0.4,"(£13,041.39)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.4,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-06,,WTE,0,"(£5,021.27)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,0,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-07,,WTE,-0.06,"(£7,381.06)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.06,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-08,,WTE,-0.15,"(£5,624.16)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.15,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-09,,WTE,-0.18,"(£6,229.21)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.18,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-10,,WTE,-0.1,"(£5,671.60)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.1,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-11,,WTE,-0.07,"(£4,506.36)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.07,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2024-12,,WTE,-0.04,(£542.98),,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.04,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2025-01,,WTE,-0.04,"(£3,381.18)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,-0.04,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2025-02,,WTE,0,(£553.38),,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,0,
,"Babies, children and young people",258037,CHILD HEALTH ADDTNL SESSIONS,Pay,Medical,2025-03,,WTE,0,"(£4,552.00)",,,Paediatrics,,"Family, Diagnostics and Community",Medical Staff,Substantive,0,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-04,,WTE,-9.62,"(£51,784.01)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.62,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-05,,WTE,-9.39,"(£51,183.78)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.39,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-06,,WTE,-8.39,"(£36,454.67)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.39,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-07,,WTE,-8.39,"(£45,827.55)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.39,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-08,,WTE,-8.39,"(£45,418.95)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.39,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-09,,WTE,-8.39,"(£45,973.40)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.39,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-10,,WTE,-8.82,"(£59,311.25)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.82,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-11,,WTE,-8.59,"(£46,856.91)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.59,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2024-12,,WTE,-8.32,"(£45,573.90)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.32,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2025-01,,WTE,-8.51,"(£46,416.64)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.51,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2025-02,,WTE,-9.13,"(£47,783.49)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-9.13,
,"Babies, children and young people",258042,Paediatric CNS,Pay,Nursing,2025-03,,WTE,-8.89,"(£47,989.28)",,,Paediatrics,,"Family, Diagnostics and Community",Nursing & Midwifery Staff,Substantive,-8.89,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-04,,WTE,-2.07,"(£55,212.70)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-2.07,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-04,,WTE,-0.09,"(£5,095.76)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.09,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-04,,WTE,-2.63,"(£37,202.84)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.63,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-05,,WTE,-1.19,"(£35,260.94)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.19,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-05,,WTE,0,"(£3,194.91)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Bank,0,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-05,,WTE,-2.93,"(£32,721.47)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.93,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-06,,WTE,-0.96,"(£23,993.07)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-0.96,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-06,,WTE,-0.06,"(£6,244.79)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.06,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-06,,WTE,-3.22,"(£29,651.64)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-3.22,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-07,,WTE,-1.14,"(£32,946.82)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.14,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-07,,WTE,-0.11,"(£6,905.99)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.11,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-07,,WTE,-2.14,"(£29,569.60)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.14,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-08,,WTE,0,"£4,786.10 ",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,0,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-08,,WTE,-2.84,"(£28,777.80)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.84,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-09,,WTE,0,"(£4,115.77)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,0,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-09,,WTE,-2.82,"(£30,140.74)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.82,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-10,,WTE,-0.4,"(£11,852.95)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-0.4,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-10,,WTE,-2.93,"(£42,574.11)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-2.93,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-11,,WTE,-0.85,"(£36,044.93)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-0.85,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-11,,WTE,-0.03,"(£6,684.60)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Bank,-0.03,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-11,,WTE,-3.34,"(£40,003.28)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Substantive,-3.34,
,Community Services,258403,MEDICAL STAFF NEUROLOGY,Pay,Medical,2024-12,,WTE,-1.05,"(£31,331.37)",,,Neurology,,"Family, Diagnostics and Community",Medical Staff,Agency,-1.05,
